,NAME,ONLINE_ORDER,BOOK_TABLE,RATE,DISH_LIKED,APPROX_COST(FOR TWO PEOPLE)
16966,Hammered,No,No,NEW,"Cocktails, Andhra Chilli Chicken, Bruschettas, Nachos, Beer, Pizza, Ravioli",1200
16967,TBC Sky Lounge,No,Yes,4.7/5,"Kulcha, Cocktails, Peri Peri Chicken, Masala Peanuts, Virgin Colada, Apple Pie, Sea Food",1000
16970,Hangover,Yes,Yes,4.3/5,"Cocktails, Long Island Iced Tea, Paneer Lababdar, Keema Pav, Nachos, Peri Peri Fries, Beer",1500
16971,House Of Commons,No,Yes,4.7/5,"Spaghetti, Ghee Roast Mutton, Draft Beer, Pinacolada, Pizza, Cocktails, Craft Beer",1000
16974,Vanilla Sky,No,Yes,4.6/5,"Cocktails, Gulab Jamun, Spring Roll, Egg Pakora, Biryani, Veg Nachos, Buffalo Wings",1200
16975,Baar Union,No,Yes,4.6/5,"Masala Peanuts, Onion Rings, Cocktails, Biryani, Veg Momos, Pinacolada, Pakoda",850
16976,Cirkus,No,Yes,4.3/5,"Cocktails, Chicken Bbq Wings, Pasta, Feta Salad, Mocktails, Peri Peri Chicken Steak, Thai Green Curry",1400
16985,Safe House,No,Yes,4.1/5,"Prawn, Masala Peanuts, Honey Chilli Potatoes, Craft Beer, Mushroom Noodles, Cocktails, Pizza",900
16986,Indigo X II P,No,No,NEW,"Pizza, Beer, Pasta",1250
16989,Silbatti,No,Yes,3.9/5,"Mojito, Orange Lemonade, Masala Shikanji, Lassi, Dahi Kebab, Chicken Wings, Biryani",750
16990,The Colony Gastropub,No,Yes,4.1/5,"Cocktails, Pizza, Mutton Curry, Bruschettas, Chilli Mushroom, Veg Starter, Long Island Iced Tea",1200
17033,Petoo,Yes,No,3.8/5,"Gulab Jamun, Paratha, Samosa, Paneer Biryani",800
17054,Luo Han,Yes,No,3.6/5,"Thai Noodles, Singapore Noodles, Manchow Soup, Momos, Clear Soup, Spring Roll, Vegetarian",500
17090,Biriyani Bungalow,Yes,No,3.2/5,"Thai Noodles, Singapore Noodles, Manchow Soup, Momos, Clear Soup, Spring Roll, Vegetarian",600
17114,Nature's Nectar,No,No,3.7/5,"Pasta, Sandwich, Salad",600
17118,Mahek E Punjab,No,No,3.1/5,"Pasta, Sandwich, Salad",500
17124,Begum's Biriyani,No,No,3.2/5,"Pasta, Sandwich, Salad",500
17127,Rajsi Rasoi,Yes,No,NEW,"Pasta, Sandwich, Salad",600
17139,Dakshin Flavors,Yes,No,3.1/5,"Pasta, Sandwich, Salad",600
17152,Raghavendra Tiffin,No,No,4.4/5,"Idli Sambar, Bisi Bele Bhaath, Podi Masala Dosa, Tea, Filter Coffee, Curd Rice, Vada",150
17157,Faasos,Yes,No,3.9/5,"Rolls, Veggie Wrap, Panneer Butter Masala, Veggie Roll, Chicken Wrap, Paneer Roll, Chicken Roll",500
17167,Kabab Magic,Yes,No,3.1/5,"Chicken Grill, Grape Juice, Tandoori Chicken, Shawarma Roll, Wings, Rolls, Chicken Curry",500
17186,Basava Bhavana (B2),No,No,NEW,"Chicken Grill, Grape Juice, Tandoori Chicken, Shawarma Roll, Wings, Rolls, Chicken Curry",200
17187,Domino's Pizza,Yes,No,3.8/5,"Pizza, Garlic Bread, Pasta, Chocolava Cake, Chicken Fiesta",400
17202,Subway,Yes,No,3.1/5,"Veg Salad, Sandwich",600
17205,Pappu Chaiwalla,No,No,3.9/5,"Chai, Keema Fries, Sandwiches, Chicken Keema, Rajma Chawal, Ginger Tea, Momos",300
17206,Spicy Kitchen,Yes,No,3.8/5,Spicy Chicken,500
17213,Paratha Plaza,No,No,3.8/5,"Sattu Paratha, Rajma, Masala Papad, Onion Paratha, Aloo Paratha",250
17214,Kachori Kafe,Yes,No,3.2/5,"Kachori, Tea, Badam Milk, Lassi, Chaat, Paratha, Rabri",300
17224,Foodzoo,Yes,No,3.6/5,"Paratha, Puri Sabzi, Tea, Chole",300
17225,Dr. Shawarma,Yes,No,3.5/5,"Paratha, Puri Sabzi, Tea, Chole",200
17226,Arogya,No,No,3.4/5,"Paratha, Puri Sabzi, Tea, Chole",100
17246,Wang's Xanadu Momo,No,No,3.8/5,"Paratha, Puri Sabzi, Tea, Chole",250
17260,Sagar Fast Food,Yes,No,NEW,"Paratha, Puri Sabzi, Tea, Chole",250
17274,Chandu Dhaba,No,No,3.8/5,"Paratha, Puri Sabzi, Tea, Chole",250
17291,Just Dosa,No,No,3.7/5,"Paratha, Puri Sabzi, Tea, Chole",200
17295,Bangarpet Chats,No,No,3.3/5,"Paratha, Puri Sabzi, Tea, Chole",100
17310,Goli Vada Pav No. 1,Yes,No,3.8/5,"Paratha, Puri Sabzi, Tea, Chole",200
17311,Five Star Chicken,Yes,No,3.7/5,"Paratha, Puri Sabzi, Tea, Chole",300
17318,Moradabadi Special Biryani,No,No,3.4/5,"Paratha, Puri Sabzi, Tea, Chole",250
17323,Bangarpet Chats,No,No,3.3/5,"Paratha, Puri Sabzi, Tea, Chole",150
17324,Panchamuki Fastfood,No,No,3.5/5,"Paratha, Puri Sabzi, Tea, Chole",300
17325,Rayaan's Restaurant,No,No,3.6/5,"Charcoal Chicken, Shawarma, Biryani, Pulpy Grape Juice, Veg Fried Rice, Fish, Mutton Seekh",500
17329,Ambur Chicken Biryani,No,No,3.1/5,"Charcoal Chicken, Shawarma, Biryani, Pulpy Grape Juice, Veg Fried Rice, Fish, Mutton Seekh",250
17332,House of Mandarin,No,No,3.3/5,"Charcoal Chicken, Shawarma, Biryani, Pulpy Grape Juice, Veg Fried Rice, Fish, Mutton Seekh",300
17338,Ambur Tasty Biriyani,No,No,3.2/5,"Charcoal Chicken, Shawarma, Biryani, Pulpy Grape Juice, Veg Fried Rice, Fish, Mutton Seekh",200
17343,Swadisht North Indian Restaurant,No,No,3.2/5,"Charcoal Chicken, Shawarma, Biryani, Pulpy Grape Juice, Veg Fried Rice, Fish, Mutton Seekh",200
17344,Meat and Eat,Yes,No,3.0/5,"Charcoal Chicken, Shawarma, Biryani, Pulpy Grape Juice, Veg Fried Rice, Fish, Mutton Seekh",500
17360,Familiar Food Court,No,No,2.6/5,Chaat,548
17361,Toping Twist,No,No,NEW,Chaat,200
17362,SMS: Stop Making Sense,No,No,NEW,Chaat,400
17363,The Fisherman's Wharf,Yes,Yes,4.3/5,"Sea Food, Caesar Salad, Jumbo Prawns, Cocktails, Mocktails, Goan Fish Curry, Curry Crab",1400
17394,Royal Calcutta Restaurant,Yes,No,4.0/5,"Plain Paratha, Prawn, Chicken Biryani, Chicken Dak Bunglow, Chicken Masala, Roti, Aloo Posto",450
17418,Skywalk Restobar,No,No,3.3/5,"Plain Paratha, Prawn, Chicken Biryani, Chicken Dak Bunglow, Chicken Masala, Roti, Aloo Posto",700
17420,Mamatha Restaurant,Yes,No,2.6/5,"Plain Paratha, Prawn, Chicken Biryani, Chicken Dak Bunglow, Chicken Masala, Roti, Aloo Posto",700
17422,New Mangalore Lunch Home,Yes,No,3.8/5,"Plain Paratha, Prawn, Chicken Biryani, Chicken Dak Bunglow, Chicken Masala, Roti, Aloo Posto",300
17429,Chackochi Mess,No,No,3.3/5,"Plain Paratha, Prawn, Chicken Biryani, Chicken Dak Bunglow, Chicken Masala, Roti, Aloo Posto",250
17444,Nila Cafe,No,No,3.6/5,"Plain Paratha, Prawn, Chicken Biryani, Chicken Dak Bunglow, Chicken Masala, Roti, Aloo Posto",400
17445,The Bar Therapy,No,No,NEW,"Plain Paratha, Prawn, Chicken Biryani, Chicken Dak Bunglow, Chicken Masala, Roti, Aloo Posto",800
17457,Udupi Upahara,No,No,3.7/5,"Filter Coffee, Masala Dosa",300
17462,Geetha Cafe,No,No,3.0/5,"Filter Coffee, Masala Dosa",200
17472,Sri Bhagya Veg,No,No,NEW,"Filter Coffee, Masala Dosa",300
17480,Barbeque Delight,Yes,No,3.7/5,"Filter Coffee, Masala Dosa",800
17483,Nagappa Naidu Hotel,No,No,NEW,"Filter Coffee, Masala Dosa",200
17521,The Kebab Room - Restaurant & Brewery,No,Yes,4.0/5,"Biryani, Beer, Phirni, Paneer Tikka, Raita, Dahi Ke Kebab, Fish",1000
17522,Peacock,Yes,Yes,3.9/5,"Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Mocktails, Chicken Biryani",1200
17523,Big Pitcher,No,Yes,4.7/5,"Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food",1800
17524,Barbeque Nation,No,Yes,4.7/5,"Mutton Curry, Tender Coconut Payasam, Mutton Seekh Kebab, Kulfi, Kheer, Chicken Biryani, Brownie",1600
17525,LOFT38,No,Yes,4.3/5,"Cocktails, Mushroom Pizza, Pork Ribs, Mocktails, Nachos, Sea Food, Long Island Iced Tea",2100
17526,Urban Tamaasha,Yes,Yes,4.1/5,"Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Chelo Kebab, Diwani Handi, Dragon Rolls",1200
17527,Mainland China,Yes,Yes,4.4/5,"Basil Chicken, Lunch Buffet, Chicken Tom Yum Soup, Sweet Corn Soup, Singapore Noodles, Chicken Dim Sum, Chicken Wings",1700
17528,Little Italy,Yes,Yes,4.3/5,"Pasta, Caesar Salad, Wood Fire Pizza, Chocolate Bomb, Ravioli, Cocktails, Mocktails",1400
17529,Dhaba - Estd 1986 Delhi,Yes,Yes,4.4/5,"Gajar Halwa, Shikanji, Kheer, Lunch Buffet, Dal Makhani, Panner Tikka, Butter Chicken",1100
17530,Pasta Street,Yes,Yes,4.5/5,"Pasta, Pizza, Garlic Bread, Ravioli, Orange Mojito, Chicken Calzone, Mocktails",1300
17531,Southindies,No,Yes,4.1/5,"Pongal, Appam, Elaneer Payasam, Gulab Jamun, Rava Idli, Veg Buffet, Lunch Buffet",800
17532,Oye Amritsar,Yes,Yes,3.9/5,"Paneer Makhani, Chaat, Jalebi, Hara Bhara Kabab, Makke Ki Roti, Punjabi Lassi, Rabri",1000
17533,Cafe Max,No,No,4.3/5,"Pasta, Wine, Mocktails, Coffee, Virgin Mojito, Salads, Sangria",1300
17534,Empire Restaurant,Yes,No,4.2/5,"Dum Biryani, Fiery Chicken, Butter Chicken, Pepper Chicken, Paneer Tikka Masala, Chicken Grill, Corn Paratha",750
17535,China Bistro & Lounge,Yes,Yes,4.4/5,"Cocktails, Sushi, Lobster Dumplings, Cheesecake",1600
17538,The Restaurant - Coorg,No,Yes,4.3/5,"Pandi Curry, Caramel Custard, Coconut Souffle, Chicken Curry, Akki Rottis, Pork Curry, Set Menu",1100
17539,Copper Chimney,Yes,Yes,4.1/5,"Chura Paratha, Mocktails, Phirni, Shikanji, Soan Papdi",1200
17540,Zaica Dine & Wine,Yes,Yes,4.0/5,"Chocolate Pani Puri, Butter Chicken, Gajar Halwa, Keema Pav, Mocktails, Raj Kachori, Biryani",1200
17541,Annapoorani,No,No,3.9/5,"Filter Coffee, Deluxe Thali, Jolada Rotti, Ghee Roast Dosa, Pongal, Idiyappam, Akki Rottis",400
17542,Srinathji's,Yes,Yes,3.6/5,"Palak Khichdi, Hyderabadi Biryani, Seekh Kebab, Chole, Naan, Chaat, Fries",850
17543,Raaga,Yes,Yes,3.8/5,"Panner Tikka, Chicken Biryani, Gajar Ka Halwa, Thali, Lunch Buffet, Raita, Tandoori Aloo",1200
17545,Sidewalk Cafe & Bar - The Paul Bangalore,Yes,Yes,4.2/5,"Beer, Mocktails, Vada, Pancakes, Waffles, Pasta, Appam",1500
17546,The Hub & The Bar - Hotel Ramada Encore,No,No,4.0/5,"Sandwiches, Lunch Buffet, Biryani, Gulab Jamun, Breakfast Buffet, Pasta, Vada",1700
17547,The Paramount Hotel,Yes,No,2.9/5,"Egg Paratha, Tangdi Kabab, Butter Chicken, Ghee Rice, Faluda, Shawarma, Chicken Kebab",1000
17548,Avanti Indian Barbeque & Grill,No,No,3.4/5,Garlic Naan,1100
17549,Citrus - The Leela Palace,No,Yes,4.2/5,"Salad, Steak, Rasgulla, Pizza, Salads, Waffles, Sunday Brunch",3500
17553,Limelight - Royal Orchid Hotel,No,Yes,4.0/5,"Sea Food, Pizza, Coffee, Biryani, Chaat, Fish, Pasta",2200
17555,20 Char - Sterlings MAC Hotel,Yes,Yes,4.0/5,"Rasmalai, Pizza, Fish, Mutton Curry, Salads, Virgin Mojito, Noodles",1400
17556,Shebestan - Sterlings MAC Hotel,No,Yes,4.2/5,"Salads, Tabbouleh, Mutton Curry, Falafel, Pasta, Kheer, Lunch Buffet",1500
17558,Java,No,No,3.7/5,"Salads, Tabbouleh, Mutton Curry, Falafel, Pasta, Kheer, Lunch Buffet",700
17559,House Of Seitan,Yes,No,NEW,"Salads, Tabbouleh, Mutton Curry, Falafel, Pasta, Kheer, Lunch Buffet",700
17560,Cup Chronicles Cafe,Yes,Yes,3.9/5,"Salads, Tabbouleh, Mutton Curry, Falafel, Pasta, Kheer, Lunch Buffet",450
17561,Lazy Suzy,Yes,Yes,4.3/5,"Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich",1000
17562,Truffles,No,No,4.6/5,"Burgers, Pasta, Crunchy Veg Burger, American Cheese Burger, Peri Peri Chicken Burger, Mojito, Chicken Paprika",900
17563,Lavonne,No,No,4.4/5,"Coffee, Burgers, Croissants, Pasta, Cheesecake, Sandwich, Spaghetti",800
17566,Smoor,Yes,No,4.6/5,"Hot Chocolate, Chocolate Pastry, Cheesecake, Chocolate Sundae, Coffee, Chips, Macaroon",900
17567,Onesta,Yes,Yes,4.3/5,"Bbq Pizza, Choux Pastry, Bbq Chicken, Tiramisu, Barbeque Chicken, Chicken Calzone, Pasta",600
17568,Ciclo Cafe,Yes,No,4.3/5,"Pizza, Cheesy Fries, Tiramisu, Ravioli Pasta, Salads, Burgers, Cocktails",1000
17571,Monet's Bistro,No,No,4.5/5,"Burgers, Macaroon, Coffee, Eclair, Sandwich, Fries, Hot Chocolate",600
17572,Brik Oven,No,No,NEW,"Garlic Bread, Big Bang Shake, Smokey Marzano Pizza",1100
17573,Chai Days,Yes,No,4.4/5,"Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut Cake",200
17575,Stoner,Yes,No,4.5/5,"Tiramisu Ice Cream, Chocolate Overload, Paneer Tikka Pizza, Hot Chocolate, Chicken Chilli Pizza, Mango Tango, Chocolate Lava",550
17576,Chaipatty,No,No,3.1/5,"Tea, Maggi, Omelette, Kullad Chai, Chicken Sausages, Momos, Masala Chai",548
17578,Third Wave Coffee Roasters,No,No,4.2/5,"Wedges, Chicken Sandwich, Sandwiches, Cappuccino, Gourmet Coffee, Cheesecake, Fries",800
17579,Dhyaana,Yes,No,4.3/5,"Paneer Roll, Momos, Thali, Chai, Corn Bhel, Momo Platter, Corn Momo",600
17580,The Ants Cafe & Store,Yes,Yes,3.9/5,"English Breakfast, Coffee, Watermelon Feta Salad, Waffles, Salads, Pasta, Hazelnut Cappuccino",900
17581,Infinitea Tea Room & Tea Store,Yes,Yes,4.3/5,"Coffee, Momos, Sandwich, Tiramisu, Nachos, Kiwi Ice Tea, Masala Tea",1000
17582,Waffle Magic,No,No,4.2/5,"Wedges, Chicken Waffles, Sandwiches, Blueberry Waffles, Blueberry Pancakes, Fruit Pancake, Belgian Waffles",700
17583,Gobble Up Churros Cafe,Yes,No,4.3/5,"Churros, Empanadas, Hot Chocolate, Chocolate Banana, Salad, Chocolate Shake, Patata Bravas",400
17584,Matteo Coffea,No,No,4.2/5,"Coffee, Salad, Club Sandwiches, Pasta, Sandwich, Burgers, Cappuccino",600
17585,Spoonful Of Sugar,No,No,4.0/5,"Chicken Lasagne, Bannoffee Pie, Cup Cake, Salad, Salads, Nutella Cheesecake, Tiramisu",800
17588,Smally's Resto Cafe,Yes,No,4.0/5,"Burgers, Peri Peri Chicken Steak, Pasta, Pizza, Meat Balls, Hot Chocolate, Beef Burger",650
17589,Tea Brew,Yes,No,4.1/5,"Momos, Wedges, Chai, Veg Club Sandwich, Masala Tea, Pasta, Waffles",500
17590,Starbucks,No,No,4.2/5,"Coffee, Hot Chocolate, Chocolate Muffin, Cappuccino, Sandwiches, Latte, Croissants",700
17592,Django,Yes,Yes,4.0/5,"Burgers, Pizza, Coffee, Peri Peri Chicken Wings, Beef Burger, Mango Salad, Chicken Burger",800
17593,Tata Cha,Yes,No,3.9/5,"Poha, Masala Tea, Hot Chocolate, Gulkand Chai, Kadak Chai, Iced Peach Tea, Bun Maskas",500
17595,Yomama!!,Yes,Yes,4.0/5,"Burgers, Steak, Pancakes, Beef Burger, Oreo Thick Shakes, Chicken Juicy Burger, Pasta",800
17596,The Mad Teapot,No,Yes,4.1/5,"Tea, Pasta, Sandwiches, Hot Chocolate, Sandwich, Pizza, Spaghetti",850
17597,Grubhouse,Yes,No,4.1/5,"Burgers, Pasta, Caramel Custard, Crispy Corn, Mutton Curry, Lemonade, Fries",800
17598,Lahe Lahe Santhe,No,No,3.7/5,"Burgers, Pasta, Caramel Custard, Crispy Corn, Mutton Curry, Lemonade, Fries",300
17599,Eddy's Cafe,Yes,No,4.1/5,"Dark Chocolate Shake, Cappuccino, Pancakes, Hot Chocolate, Wedges, Waffles, Garlic Bread",750
17600,Lakeview Milkbar,No,No,2.9/5,"Sandwiches, Brownie, Chicken Sandwich, Pizza, Hot Chocolate, Chocolate Sundae, Icecream Cake",500
17602,iSpice Resto Cafe,Yes,No,3.7/5,"Sandwiches, Brownie, Chicken Sandwich, Pizza, Hot Chocolate, Chocolate Sundae, Icecream Cake",600
17603,Give Me 5 Cafe,No,No,3.4/5,"Pasta, Sandwiches, Ginger Tea, Salad, Sandwich",500
17605,J's Cafe,No,No,3.9/5,"Coffee, Pizza, Pasta, Broccoli Soup, Tea, Hot Chocolate, Stuffed Mushroom",700
17606,Costa Coffee,No,No,3.8/5,"Cappuccino, Sausage Roll, Chicken Sandwich, Chocolate Muffin, Hot Chocolate, Hot Coffee, Americano",500
17607,Crisp Cafe,No,No,4.0/5,"Pancakes, Salsa, Steak, Fries, Burgers, Sandwich, Salted Caramel",1100
17608,Cafe Coffee Day,Yes,No,3.7/5,"Coffee, Brownie",900
17609,Chai Cafe,No,No,3.9/5,"Kadak Chai, Cutting Chai, Ginger Tea, Vada Pav, Samosa Bun",200
17610,Cup Shup,Yes,No,2.8/5,"Sandwiches, Coffee, Burgers, Chicken Wrap, Rolls, Ginger Tea, Chicken Sandwich",500
17611,Sunny Side Bistro,No,No,3.7/5,Hot Chocolate,700
17612,Raenss Cafe,Yes,No,2.4/5,"Burgers, Hot Dog, Coffee, Hot Chocolate, Sandwich, Double Choco Mocha, Fish N Chips",600
17614,Breadworks,Yes,No,2.9/5,"Sandwich, Coffee, Sandwiches, Brownie, Pizza",500
17615,Melting Spot,No,No,4.0/5,"Sandwiches, Pav Bhaji, Ice Cream Roll, Sev Puri, Vada Pav, Sandwich, Dabeli",600
17617,C-harge by Chefkraft,No,No,3.4/5,"Sandwiches, Pav Bhaji, Ice Cream Roll, Sev Puri, Vada Pav, Sandwich, Dabeli",600
17618,Cross Roads Cafe,Yes,No,3.0/5,"Mojito, Fajitas",500
17619,Fog City Cafe,Yes,No,NEW,"Mojito, Fajitas",500
17620,Loveshack,No,Yes,3.9/5,"Corn Balls, Cocktails, Mocktails, Sunday Brunch, Fish, Tikka, Chicken Wings",1600
17621,Talk Over Table,No,No,4.0/5,"Coffee, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Wedges, Pasta, Pancakes",500
17622,D'Cafe,No,No,3.8/5,"Coffee, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Wedges, Pasta, Pancakes",500
17623,Chaai Resto,Yes,No,NEW,"Coffee, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Wedges, Pasta, Pancakes",200
17624,St. Mary's Cafe,No,No,NEW,"Coffee, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Wedges, Pasta, Pancakes",150
17625,Cafe Oleiva,No,No,3.4/5,"Coffee, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Wedges, Pasta, Pancakes",500
17626,Cafe Velvette,No,No,3.5/5,"Coffee, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Wedges, Pasta, Pancakes",400
17627,Hot Spot Cafe,No,No,2.9/5,"Coffee, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Wedges, Pasta, Pancakes",150
17629,9th Cross Cafe,No,No,3.6/5,"Coffee, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Wedges, Pasta, Pancakes",550
17635,Brown Crust Cafe,No,No,2.9/5,"Coffee, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Wedges, Pasta, Pancakes",300
17636,The Chocolate Heaven,Yes,No,3.8/5,"Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle",700
17638,Barista,No,No,3.2/5,"Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle",300
17639,The Corner - Hyatt Centric MG Road,No,No,NEW,"Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle",1000
17641,Zawaa Foods,Yes,No,NEW,"Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle",400
17642,eat.fit,Yes,No,4.4/5,"Sandwiches, Salads, Chicken Curry, Dal Makhani, Noodles, Apple Mojito, Shrikhand",500
17643,Sri Udupi Park,Yes,No,4.2/5,"Idli Vada, Tea, Masala Dosa, Filter Coffee, Pav Bhaji, Kesari Bath, Chaat",300
17644,Delite Chaat House,Yes,No,4.0/5,"Chaat, Dabeli, Pav Bhaji, Sandwiches, Farsan, Sandwich, Vada Pav",300
17647,Shanmukha,Yes,No,3.8/5,"Fish, Chicken Curry, Paneer Biryani",800
17649,Tripura Express,Yes,No,2.9/5,"Fish, Chicken Curry, Paneer Biryani",450
17650,BOX8- Desi Meals,Yes,No,4.3/5,"Paratha, Biryani, Dal Makhani, Rolls, Salad, Sandwiches, Chicken Curry",500
17651,Sree Spicy Hub,Yes,No,3.9/5,"Chicken Biryani, Dum Biryani, Hyderabadi Style Biryani, Chicken Kebab",600
17656,Chandni Chowk 2 Bangalore,Yes,No,4.2/5,"Paratha, Soya Chaap, Lassi, Tandoori Chaap, Malai Chaap, Biryani, Gulab Jamun",400
17657,Shahi Family Restaurant,Yes,No,3.6/5,"Paratha, Soya Chaap, Lassi, Tandoori Chaap, Malai Chaap, Biryani, Gulab Jamun",350
17658,Gurukrupa Paratha House,Yes,No,3.9/5,"Paratha, Tikka, Rajma, Sweet Lassi, Murgh Patiala, Paneer Lababdar, Dal Makhani",400
17659,FreshMenu,Yes,No,3.8/5,"Salads, Burgers, Sandwiches, Pizza, Pasta, Fish, Salad",450
17660,Dal Roti Sabji,Yes,No,4.1/5,"Kadhai Paneer, Paratha",150
17661,Red Kitchen,Yes,No,3.2/5,"Kadhai Paneer, Paratha",200
17663,Fresh Aahar,Yes,No,3.9/5,"Kadhai Paneer, Paratha",400
17667,Sagar Deluxe,Yes,No,3.4/5,"Idli Vada, Filter Coffee, Masala Dosa, Curd Rice",350
17668,XO Belgian Waffle,Yes,No,4.3/5,"Chocolate Waffles, Hot Chocolate, Nutella Waffle",400
17671,Bharpur Aahar,Yes,No,3.9/5,Biryani,200
17672,Corner House Ice Cream,Yes,No,4.7/5,"Hot Chocolate Fudge, Chocolate Mousse, Brownie Fudge Sundae, Almond Fudge, Banana Split, Ice Cream Sundae, Apple Pie",400
17673,New Krishna Sagar,Yes,No,3.3/5,"Hot Chocolate Fudge, Chocolate Mousse, Brownie Fudge Sundae, Almond Fudge, Banana Split, Ice Cream Sundae, Apple Pie",300
17674,Behrouz Biryani,Yes,No,4.0/5,"Biryani, Gulab Jamun, Raita",650
17675,Leon Grill,Yes,No,4.2/5,"Burgers, Peri Peri Chicken, Fries, Jumbo Royale Burger, Falafel Roll, Shawarma, Chicken Jumbo Burger",500
17677,Chowpatty,Yes,No,3.9/5,"Gulab Jamun, Chaat, Paratha, Vada Pav, Masala Pav Bhaji, Buttermilk, Aloo Tikki Chat",300
17678,Rajdhani Thali Restaurant,Yes,Yes,4.0/5,"Lassi, Dahi Vada, Aamras, Daal Baati Churma, Malpua, Veg Thali, Kadhi",1000
17679,Motis Kitchen,Yes,No,4.1/5,"Roast Beef, Chicken Curry, Tea, Pazham Pori, Fish Fry, Beef Fry, Puttu Biryani",350
17684,Kunda Biryani,Yes,No,3.8/5,Chicken Biryani,800
17686,Dindigul Thalappakatti,Yes,No,4.3/5,"Mutton Biryani, Mutton Sukha, Chicken Varuval, Chicken Boneless Biryani, Kola Urundai, Dindigul Biryani",800
17687,Donne Biriyani Mane,Yes,No,3.8/5,"Donne Biryani, Chicken Biryani Combo, Pepper Chicken, Chicken Fry",400
17689,New Punjabi Hotel,Yes,No,3.2/5,"Rajma, Tandoori Roti, Sweet Lassi, Tandoori Chicken, Naan, Dal Makhani, Veg Thali",400
17690,Beijing Bites,Yes,No,3.1/5,"Noodles, Chicken Noodle, Momos, Manchow Soup, Manchurian, Garlic Butter Noodle, Golden Fried Prawns",850
17691,Green Pepper,Yes,No,3.8/5,"Appam, Chicken Stew, Chicken Curry, Sea Food, Kerala Parotta, Fish Curry, Paratha",600
17692,Tiffun,Yes,No,3.9/5,Dal Tadka,300
17694,Chakh Le Foods,Yes,Yes,3.4/5,"Fish, Aloo Posto",500
17695,Hyderabad Biryaani House,Yes,No,3.9/5,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Boneless Biryani, Lime Soda, Chicken Dum Biryani",550
17696,Andal Mess,Yes,No,3.6/5,"Chicken Kothu Paratha, Dindigul Biryani, Chicken Chukka, Plain Dosa, Mutton Biryani",250
17697,Donne Biriyani Mane,Yes,No,3.8/5,"Chicken Kothu Paratha, Dindigul Biryani, Chicken Chukka, Plain Dosa, Mutton Biryani",400
17701,KFC,Yes,No,3.9/5,"Burgers, Ginger Chicken, Hot Wings, Veg Burger, French Fries, Rice Bowl",400
17704,Plantain Leaf,Yes,No,3.9/5,"Chicken Boneless Biryani, Chicken Guntur, Tandoori Chicken, Crispy Chicken, Panner Tikka, Hyderabadi Biryani, Naan",600
17706,S P Dum Biryani,Yes,No,3.3/5,"Chicken Boneless Biryani, Chicken Guntur, Tandoori Chicken, Crispy Chicken, Panner Tikka, Hyderabadi Biryani, Naan",400
17707,A 1 Pizza and Food,Yes,No,2.8/5,Pizza,300
17709,Zaitoon,Yes,Yes,4.2/5,"Vegetable Biryani, Barbeque Chicken, Pepper Bbq Chicken, Shawarma, Sea Food, Paneer Tikka, Tomato Soup",1000
17710,Ambur Hot Dum Biryani,Yes,No,3.1/5,"Vegetable Biryani, Barbeque Chicken, Pepper Bbq Chicken, Shawarma, Sea Food, Paneer Tikka, Tomato Soup",200
17713,Pathaan Sir,Yes,No,3.2/5,Rolls,250
17715,Rannaghar,Yes,No,3.9/5,"Luchi, Sweet Corn Veg Soup",600
17716,Delhi Highway,Yes,Yes,4.5/5,"Kheer, Dum Aloo Kashmiri, Lunch Thali, Dahipuri, Tandoori Mushrooms, Buttermilk, Lassi",1200
17717,Khushi Kitchen,Yes,No,3.3/5,"Kheer, Dum Aloo Kashmiri, Lunch Thali, Dahipuri, Tandoori Mushrooms, Buttermilk, Lassi",400
17719,Punjabi's Food Corner,Yes,No,3.6/5,"Kheer, Dum Aloo Kashmiri, Lunch Thali, Dahipuri, Tandoori Mushrooms, Buttermilk, Lassi",250
